status, source address, destination address, ttl, payload, FailureCondition
arrived, 0, 5, 15, Round 0
arrived, 0, 5, 15, Round 1
arrived, 0, 5, 15, Round 2
dropped, 0, 5, 19, Round 5, LINK_FAILURE
arrived, 0, 5, 15, Round 3
dropped, 0, 5, 19, Round 8, LINK_FAILURE
dropped, 0, 5, 19, Round 9, LINK_FAILURE
arrived, 0, 5, 15, Round 4
dropped, 0, 5, 19, Round 11, LINK_FAILURE
arrived, 0, 5, 15, Round 6
arrived, 0, 5, 15, Round 7
arrived, 0, 5, 15, Round 10
arrived, 0, 5, 15, Round 12
arrived, 0, 5, 15, Round 13
arrived, 0, 5, 15, Round 14
dropped, 0, 5, 19, Round 17, LINK_FAILURE
arrived, 0, 5, 15, Round 15
arrived, 0, 5, 15, Round 16
dropped, 0, 5, 19, Round 21, LINK_FAILURE
arrived, 0, 5, 15, Round 18
arrived, 0, 5, 15, Round 19
dropped, 0, 5, 19, Round 24, LINK_FAILURE
dropped, 0, 5, 19, Round 26, LINK_FAILURE
arrived, 0, 5, 15, Round 20
dropped, 0, 5, 19, Round 27, LINK_FAILURE
arrived, 0, 5, 15, Round 22
dropped, 0, 5, 19, Round 28, LINK_FAILURE
dropped, 0, 5, 19, Round 29, LINK_FAILURE
dropped, 0, 5, 19, Round 30, LINK_FAILURE
arrived, 0, 5, 15, Round 23
arrived, 0, 5, 15, Round 25
arrived, 0, 5, 15, Round 31
arrived, 0, 5, 15, Round 32
arrived, 0, 5, 15, Round 33
arrived, 0, 5, 15, Round 34
dropped, 0, 5, 19, Round 37, LINK_FAILURE
dropped, 0, 5, 19, Round 38, LINK_FAILURE
arrived, 0, 5, 15, Round 35
dropped, 0, 5, 19, Round 39, LINK_FAILURE
dropped, 0, 5, 19, Round 40, LINK_FAILURE
dropped, 0, 5, 19, Round 41, LINK_FAILURE
arrived, 0, 5, 15, Round 36
dropped, 0, 5, 19, Round 42, LINK_FAILURE
dropped, 0, 5, 19, Round 43, LINK_FAILURE
dropped, 0, 5, 19, Round 45, LINK_FAILURE
dropped, 0, 5, 19, Round 46, LINK_FAILURE
dropped, 0, 5, 19, Round 47, LINK_FAILURE
arrived, 0, 5, 15, Round 44
dropped, 0, 5, 19, Round 48, LINK_FAILURE
arrived, 0, 5, 15, Round 49
dropped, 0, 5, 19, Round 52, LINK_FAILURE
dropped, 0, 5, 19, Round 53, LINK_FAILURE
dropped, 0, 5, 19, Round 54, LINK_FAILURE
arrived, 0, 5, 15, Round 50
arrived, 0, 5, 15, Round 51
arrived, 0, 5, 15, Round 55
arrived, 0, 5, 15, Round 56
arrived, 0, 5, 15, Round 57
dropped, 0, 5, 19, Round 61, LINK_FAILURE
dropped, 0, 5, 19, Round 62, LINK_FAILURE
arrived, 0, 5, 15, Round 58
arrived, 0, 5, 15, Round 59
arrived, 0, 5, 15, Round 60
arrived, 0, 5, 15, Round 63
arrived, 0, 5, 15, Round 64
dropped, 0, 5, 19, Round 67, LINK_FAILURE
dropped, 0, 5, 19, Round 68, LINK_FAILURE
dropped, 0, 5, 19, Round 69, LINK_FAILURE
arrived, 0, 5, 15, Round 65
arrived, 0, 5, 19, Round 70
arrived, 0, 5, 15, Round 66
arrived, 0, 5, 19, Round 71
arrived, 0, 5, 19, Round 74
arrived, 0, 5, 15, Round 72
arrived, 0, 5, 15, Round 73
arrived, 0, 5, 19, Round 76
arrived, 0, 5, 15, Round 75
arrived, 0, 5, 19, Round 80
