iteration, destination,9->6,9->3,0->4,0->2,0->1,0->7,4->0,4->2,4->1,4->7,8->5,8->3,2->0,2->4,2->1,2->7,6->9,6->3,5->8,5->3,1->0,1->4,1->2,1->7,7->0,7->4,7->2,7->1,3->9,3->8,3->6,3->5,
132,9,1.0,1.0,1.8261904761904761,2.062155388471178,2.7011904761904764,4.246679197994988,1.1428571428571428,1.6833333333333331,2.007721342125367,1.125,1.125,1.0,1.637050346454371,1.0714285714285714,1.442156862745098,1.125,2.4821428571428568,1.0,1.3928571428571428,1.5670995670995669,1.1588235294117648,2.1280284043441937,1.5384753103793352,1.6336722488038276,2.3296517809675703,1.1,1.2,1.3518740031897925,2.625,1.1666666666666667,1.9087301587301588,1.536397812713602,
133,9,1.0,1.0,1.8261904761904761,2.062155388471178,3.03452380952381,4.246679197994988,1.1428571428571428,1.6833333333333331,2.007721342125367,1.125,1.125,1.0,1.637050346454371,1.0714285714285714,1.442156862745098,1.125,2.4821428571428568,1.0,1.3928571428571428,1.5670995670995669,1.1588235294117648,2.1280284043441937,1.8718086437126684,1.6336722488038276,2.3296517809675703,1.1,1.2,1.3518740031897925,2.625,1.1666666666666667,1.9087301587301588,1.536397812713602,
134,9,1.0,1.0,1.8261904761904761,2.153064479380269,3.03452380952381,4.337588288904079,1.1428571428571428,1.6833333333333331,2.007721342125367,1.125,1.125,1.0,1.637050346454371,1.0714285714285714,1.5330659536541889,1.125,2.4821428571428568,1.0,1.3928571428571428,1.5670995670995669,1.1588235294117648,2.1280284043441937,1.9627177346217592,1.6336722488038276,2.420560871876661,1.1,1.2,1.3518740031897925,2.625,1.1666666666666667,1.9087301587301588,1.536397812713602,
135,9,1.0,1.0,2.026190476190476,2.153064479380269,3.03452380952381,4.337588288904079,1.3428571428571427,1.6833333333333331,2.007721342125367,1.125,1.125,1.0,1.637050346454371,1.0714285714285714,1.5330659536541889,1.125,2.4821428571428568,1.0,1.3928571428571428,1.5670995670995669,1.1588235294117648,2.1280284043441937,1.9627177346217592,1.6336722488038276,2.420560871876661,1.1,1.2,1.3518740031897925,2.625,1.1666666666666667,1.9087301587301588,1.536397812713602,
136,9,1.0,1.0,2.026190476190476,2.153064479380269,3.03452380952381,4.337588288904079,1.3428571428571427,1.6833333333333331,2.007721342125367,1.125,1.125,1.0,1.637050346454371,1.0714285714285714,1.5330659536541889,1.125,2.4821428571428568,1.0,1.3928571428571428,1.5670995670995669,1.1588235294117648,2.1280284043441937,1.9627177346217592,1.6336722488038276,2.420560871876661,1.1,1.2,1.3518740031897925,2.625,1.1666666666666667,1.9087301587301588,1.536397812713602,
137,9,1.0,1.0,2.026190476190476,2.153064479380269,3.03452380952381,4.337588288904079,1.4857142857142855,1.6833333333333331,2.007721342125367,1.125,1.125,1.0,1.637050346454371,1.0714285714285714,1.5330659536541889,1.125,2.4821428571428568,1.0,1.3928571428571428,1.7099567099567097,1.1588235294117648,2.1280284043441937,1.9627177346217592,1.6336722488038276,2.420560871876661,1.1,1.2,1.3518740031897925,2.625,1.1666666666666667,1.9087301587301588,1.536397812713602,
138,9,1.0,1.0,2.026190476190476,2.153064479380269,3.03452380952381,4.337588288904079,1.4857142857142855,1.6833333333333331,2.007721342125367,1.125,1.125,1.0,1.637050346454371,1.0714285714285714,1.5330659536541889,1.125,2.4821428571428568,1.0,1.3928571428571428,1.7099567099567097,1.1588235294117648,2.1280284043441937,1.9627177346217592,1.6336722488038276,2.420560871876661,1.1,1.2,1.3518740031897925,2.625,1.1666666666666667,1.9087301587301588,1.536397812713602,
139,9,1.0,1.0,2.026190476190476,2.3197311460469354,3.03452380952381,4.337588288904079,1.4857142857142855,1.6833333333333331,2.007721342125367,1.125,1.125,1.0,1.8037170131210378,1.0714285714285714,1.6997326203208556,1.125,2.4821428571428568,1.0,1.3928571428571428,1.7099567099567097,1.1588235294117648,2.1280284043441937,1.9627177346217592,1.6336722488038276,2.420560871876661,1.1,1.2,1.3518740031897925,2.625,1.1666666666666667,1.9087301587301588,1.536397812713602,
140,9,1.0,1.0,2.026190476190476,2.3197311460469354,3.03452380952381,4.337588288904079,1.4857142857142855,1.6833333333333331,2.007721342125367,1.125,1.125,1.0,1.8037170131210378,1.0714285714285714,1.6997326203208556,1.125,2.4821428571428568,1.0,1.3928571428571428,1.7099567099567097,1.1588235294117648,2.1280284043441937,1.9627177346217592,1.6336722488038276,2.420560871876661,1.1,1.2,1.3518740031897925,2.625,1.1666666666666667,1.9087301587301588,1.536397812713602,
141,9,1.0,1.0,2.3595238095238096,2.3197311460469354,3.03452380952381,4.337588288904079,1.8190476190476188,1.6833333333333331,2.007721342125367,1.125,1.125,1.0,1.8037170131210378,1.0714285714285714,1.6997326203208556,1.125,2.4821428571428568,1.0,1.3928571428571428,1.7099567099567097,1.1588235294117648,2.1280284043441937,1.9627177346217592,1.6336722488038276,2.420560871876661,1.1,1.2,1.3518740031897925,2.625,1.1666666666666667,1.9087301587301588,1.536397812713602,
142,9,1.0,1.0,2.3595238095238096,2.3197311460469354,3.03452380952381,4.390219867851447,1.8190476190476188,1.7359649122807015,2.007721342125367,1.125,1.125,1.0,1.8037170131210378,1.0714285714285714,1.752364199268224,1.125,2.4821428571428568,1.0,1.3928571428571428,1.762588288904078,1.1588235294117648,2.1806599832915623,2.0153493135691276,1.686303827751196,2.420560871876661,1.1,1.2,1.4045055821371608,2.6776315789473686,1.1666666666666667,1.9087301587301588,1.536397812713602,
143,9,1.0,1.0,2.3595238095238096,2.375286701602491,3.03452380952381,4.390219867851447,1.8190476190476188,1.7359649122807015,2.007721342125367,1.125,1.1805555555555556,1.0,1.8037170131210378,1.0714285714285714,1.8079197548237795,1.125,2.4821428571428568,1.0,1.3928571428571428,1.762588288904078,1.2143790849673204,2.1806599832915623,2.070904869124683,1.7418593833067515,2.420560871876661,1.1,1.2,1.4600611376927164,2.6776315789473686,1.1666666666666667,1.9087301587301588,1.536397812713602,
144,9,1.0,1.0,2.3595238095238096,2.375286701602491,3.03452380952381,4.390219867851447,1.8190476190476188,1.7359649122807015,2.007721342125367,1.125,1.1805555555555556,1.0,1.8037170131210378,1.0714285714285714,1.8079197548237795,1.125,2.4821428571428568,1.0,1.3928571428571428,1.762588288904078,1.2143790849673204,2.1806599832915623,1.0,1.7418593833067515,2.420560871876661,1.1,1.2,1.4600611376927164,2.6776315789473686,1.1666666666666667,1.9087301587301588,1.536397812713602,
145,9,1.0,1.0,2.3595238095238096,2.375286701602491,3.03452380952381,4.590219867851447,1.8190476190476188,1.7359649122807015,2.007721342125367,1.125,1.1805555555555556,1.0,1.8037170131210378,1.0714285714285714,1.8079197548237795,1.125,2.4821428571428568,1.0,1.3928571428571428,1.762588288904078,1.2143790849673204,2.1806599832915623,1.0,1.7418593833067515,2.420560871876661,1.3,1.2,1.4600611376927164,2.6776315789473686,1.1666666666666667,1.9087301587301588,1.536397812713602,
146,9,1.0,1.0,2.3595238095238096,2.375286701602491,3.03452380952381,4.590219867851447,1.8190476190476188,1.7359649122807015,2.007721342125367,1.125,1.1805555555555556,1.0,1.8037170131210378,1.0714285714285714,1.8079197548237795,1.125,2.4821428571428568,1.0,1.3928571428571428,1.762588288904078,1.2143790849673204,2.1806599832915623,1.0,1.7418593833067515,2.420560871876661,1.3,1.2,1.4600611376927164,3.1776315789473686,1.1666666666666667,1.9087301587301588,1.536397812713602,
147,9,1.0,1.0,2.3595238095238096,2.375286701602491,3.03452380952381,4.590219867851447,1.8190476190476188,1.7359649122807015,2.007721342125367,1.125,1.1805555555555556,1.0,1.8037170131210378,1.0714285714285714,1.8079197548237795,1.125,2.4821428571428568,1.0,1.5928571428571427,1.762588288904078,1.2143790849673204,2.1806599832915623,1.0,1.7418593833067515,2.420560871876661,1.3,1.2,1.4600611376927164,3.1776315789473686,1.1666666666666667,1.9087301587301588,1.536397812713602,
148,9,1.0,1.0,2.3595238095238096,2.375286701602491,3.03452380952381,4.590219867851447,1.8190476190476188,1.7359649122807015,2.007721342125367,1.125,1.1805555555555556,1.0,1.8037170131210378,1.0714285714285714,1.8079197548237795,1.125,2.4821428571428568,1.0,1.5928571428571427,1.762588288904078,1.2143790849673204,2.1806599832915623,1.0,1.7418593833067515,2.420560871876661,1.3,1.2,1.4600611376927164,3.2776315789473687,1.1666666666666667,1.9087301587301588,1.536397812713602,
149,9,1.0,1.0,2.3595238095238096,2.375286701602491,3.03452380952381,4.590219867851447,1.8190476190476188,1.7359649122807015,2.007721342125367,1.125,1.1805555555555556,1.0,1.8037170131210378,1.0714285714285714,1.8079197548237795,1.125,2.4821428571428568,1.0,1.5928571428571427,1.762588288904078,1.2143790849673204,2.1806599832915623,1.0,1.7418593833067515,2.420560871876661,1.3,1.2,1.4600611376927164,3.2776315789473687,1.1666666666666667,1.9087301587301588,1.536397812713602,
150,9,1.0,1.0,2.3595238095238096,2.375286701602491,3.03452380952381,4.590219867851447,1.8190476190476188,1.7359649122807015,2.007721342125367,1.125,1.1805555555555556,1.0,1.8037170131210378,1.0714285714285714,1.8079197548237795,1.125,2.4821428571428568,1.0,1.5928571428571427,1.762588288904078,1.2143790849673204,2.1806599832915623,1.0,1.7418593833067515,2.420560871876661,1.3,1.2,1.4600611376927164,3.2776315789473687,1.1666666666666667,1.9087301587301588,1.536397812713602,
151,9,1.0,1.0,2.430952380952381,2.375286701602491,3.03452380952381,4.590219867851447,1.8190476190476188,1.8073934837092729,2.007721342125367,1.125,1.1805555555555556,1.0714285714285714,1.8037170131210378,1.0714285714285714,1.8079197548237795,1.125,2.4821428571428568,1.0,1.5928571428571427,1.762588288904078,1.2143790849673204,2.1806599832915623,1.0,1.7418593833067515,2.420560871876661,1.3,1.2,1.4600611376927164,3.3490601503759403,1.1666666666666667,1.9087301587301588,1.536397812713602,
152,9,1.0,1.0,2.430952380952381,2.7086200349358243,3.03452380952381,4.590219867851447,1.8190476190476188,1.8073934837092729,2.007721342125367,1.125,1.1805555555555556,1.0714285714285714,2.1370503464543713,1.0714285714285714,1.8079197548237795,1.125,2.4821428571428568,1.0,1.5928571428571427,1.762588288904078,1.2143790849673204,2.1806599832915623,1.0,1.7418593833067515,2.420560871876661,1.3,1.2,1.4600611376927164,3.3490601503759403,1.1666666666666667,1.9087301587301588,1.536397812713602,
153,9,1.0,1.0,2.430952380952381,2.7086200349358243,3.03452380952381,4.590219867851447,1.8190476190476188,1.8073934837092729,2.007721342125367,1.125,1.1805555555555556,1.0714285714285714,2.1370503464543713,1.0714285714285714,1.8079197548237795,1.125,2.4821428571428568,1.0,1.5928571428571427,1.8292549555707447,1.2143790849673204,2.1806599832915623,1.0,1.7418593833067515,2.420560871876661,1.3,1.2,1.4600611376927164,3.3490601503759403,1.1666666666666667,1.9087301587301588,1.6030644793802686,
154,9,1.0,1.0,2.430952380952381,2.7086200349358243,3.03452380952381,4.590219867851447,1.8190476190476188,1.8073934837092729,2.007721342125367,1.125,1.1805555555555556,1.0714285714285714,2.1370503464543713,1.0714285714285714,1.8079197548237795,1.125,2.4821428571428568,1.0,1.5928571428571427,1.8292549555707447,1.2143790849673204,2.1806599832915623,1.0,1.7418593833067515,2.420560871876661,1.3,1.2,1.4600611376927164,3.3490601503759403,1.1666666666666667,1.9087301587301588,1.6030644793802686,
155,9,1.0,1.0,2.430952380952381,2.7086200349358243,3.03452380952381,4.667142944774524,1.8190476190476188,1.8073934837092729,2.007721342125367,1.125,1.1805555555555556,1.1483516483516483,2.1370503464543713,1.0714285714285714,1.8079197548237795,1.125,2.4821428571428568,1.0769230769230769,1.5928571428571427,1.8292549555707447,1.2143790849673204,2.1806599832915623,1.0,1.7418593833067515,2.420560871876661,1.3,1.2,1.5369842146157933,3.3490601503759403,1.1666666666666667,1.9087301587301588,1.6030644793802686,
156,9,1.0,1.0,2.7642857142857147,2.7086200349358243,3.03452380952381,4.667142944774524,1.8190476190476188,2.1407268170426064,2.007721342125367,1.125,1.1805555555555556,1.1483516483516483,2.1370503464543713,1.0714285714285714,1.8079197548237795,1.125,2.4821428571428568,1.0769230769230769,1.5928571428571427,1.8292549555707447,1.2143790849673204,2.1806599832915623,1.0,1.7418593833067515,2.420560871876661,1.3,1.2,1.5369842146157933,3.3490601503759403,1.1666666666666667,1.9087301587301588,1.6030644793802686,
157,9,1.0,1.0,2.7642857142857147,3.2086200349358243,3.03452380952381,4.667142944774524,1.8190476190476188,2.1407268170426064,2.007721342125367,1.125,1.1805555555555556,1.1483516483516483,2.1370503464543713,1.0714285714285714,1.8079197548237795,1.125,2.4821428571428568,1.0769230769230769,1.5928571428571427,1.8292549555707447,1.2143790849673204,2.1806599832915623,1.0,1.7418593833067515,2.420560871876661,1.3,1.2,1.5369842146157933,3.3490601503759403,1.1666666666666667,1.9087301587301588,1.6030644793802686,
158,9,1.0,1.0,2.7642857142857147,3.2086200349358243,3.03452380952381,4.792142944774524,1.8190476190476188,2.2657268170426064,2.007721342125367,1.25,1.1805555555555556,1.1483516483516483,2.1370503464543713,1.1964285714285714,1.8079197548237795,1.125,2.4821428571428568,1.0769230769230769,1.5928571428571427,1.8292549555707447,1.2143790849673204,2.1806599832915623,1.0,1.7418593833067515,2.420560871876661,1.425,1.2,1.5369842146157933,3.3490601503759403,1.1666666666666667,1.9087301587301588,1.6030644793802686,
159,9,1.0,1.0,2.8551948051948055,3.2086200349358243,3.03452380952381,4.8830520356836145,1.8190476190476188,2.2657268170426064,2.007721342125367,1.25,1.1805555555555556,1.1483516483516483,2.1370503464543713,1.1964285714285714,1.8079197548237795,1.125,2.4821428571428568,1.0769230769230769,1.5928571428571427,1.8292549555707447,1.2143790849673204,2.1806599832915623,1.0,1.7418593833067515,2.511469962785752,1.425,1.2,1.5369842146157933,3.3490601503759403,1.1666666666666667,1.9087301587301588,1.6030644793802686,
160,9,1.0,1.0,2.8551948051948055,3.2086200349358243,3.03452380952381,4.8830520356836145,1.8190476190476188,2.2657268170426064,2.007721342125367,1.25,1.1805555555555556,1.1483516483516483,2.1370503464543713,1.1964285714285714,1.8079197548237795,1.125,2.4821428571428568,1.0769230769230769,1.6595238095238094,1.8959216222374113,1.2143790849673204,2.1806599832915623,1.0,1.7418593833067515,2.511469962785752,1.4916666666666667,1.2,1.5369842146157933,3.3490601503759403,1.1666666666666667,1.9087301587301588,1.6030644793802686,
161,9,1.0,1.0,2.9176948051948055,3.2086200349358243,3.09702380952381,4.9455520356836145,1.8815476190476188,2.2657268170426064,2.070221342125367,1.25,1.1805555555555556,1.1483516483516483,2.1370503464543713,1.1964285714285714,1.8079197548237795,1.125,2.5446428571428568,1.0769230769230769,1.6595238095238094,1.8959216222374113,1.2768790849673204,2.1806599832915623,1.0,1.7418593833067515,2.573969962785752,1.4916666666666667,1.2,1.5369842146157933,3.3490601503759403,1.1666666666666667,1.9087301587301588,1.6030644793802686,
162,9,1.0,1.0,2.9176948051948055,3.2919533682691577,3.1803571428571433,5.0288853690169475,1.8815476190476188,2.2657268170426064,2.070221342125367,1.25,1.1805555555555556,1.1483516483516483,2.220383679787705,1.1964285714285714,1.8079197548237795,1.125,2.5446428571428568,1.0769230769230769,1.6595238095238094,1.8959216222374113,1.2768790849673204,2.1806599832915623,1.0,1.7418593833067515,2.6573032961190854,1.4916666666666667,1.2,1.5369842146157933,3.3490601503759403,1.1666666666666667,1.9087301587301588,1.6030644793802686,
163,9,1.0,1.0,2.9176948051948055,3.2919533682691577,3.2914682539682545,5.0288853690169475,1.8815476190476188,2.2657268170426064,2.070221342125367,1.25,1.1805555555555556,1.1483516483516483,2.220383679787705,1.1964285714285714,1.8079197548237795,1.125,2.5446428571428568,1.0769230769230769,1.6595238095238094,1.8959216222374113,1.2768790849673204,2.1806599832915623,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,3.3490601503759403,1.1666666666666667,1.9087301587301588,1.6030644793802686,
164,9,1.0,1.0,2.9176948051948055,3.2919533682691577,3.4343253968253973,5.0288853690169475,2.0244047619047616,2.2657268170426064,2.070221342125367,1.25,1.1805555555555556,1.291208791208791,2.220383679787705,1.1964285714285714,1.8079197548237795,1.125,2.5446428571428568,1.0769230769230769,1.6595238095238094,1.8959216222374113,1.2768790849673204,2.323517126148705,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,3.491917293233083,1.3095238095238095,1.9087301587301588,1.6030644793802686,
165,9,1.0,1.0,3.251028138528139,3.2919533682691577,3.4343253968253973,5.0288853690169475,2.357738095238095,2.2657268170426064,2.070221342125367,1.25,1.1805555555555556,1.291208791208791,2.220383679787705,1.1964285714285714,1.8079197548237795,1.125,2.5446428571428568,1.0769230769230769,1.6595238095238094,1.8959216222374113,1.2768790849673204,2.323517126148705,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,3.491917293233083,1.3095238095238095,1.9087301587301588,1.6030644793802686,
166,9,1.0,1.0,3.251028138528139,3.2919533682691577,3.4343253968253973,5.0288853690169475,2.357738095238095,2.2657268170426064,2.070221342125367,1.25,1.1805555555555556,1.291208791208791,2.220383679787705,1.1964285714285714,1.8079197548237795,1.125,2.5446428571428568,1.0769230769230769,1.6595238095238094,1.8959216222374113,1.2768790849673204,2.323517126148705,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,3.491917293233083,1.3095238095238095,1.9087301587301588,1.6030644793802686,
167,9,1.0,1.0,3.451028138528139,3.2919533682691577,3.4343253968253973,5.0288853690169475,2.5577380952380953,2.2657268170426064,2.270221342125367,1.25,1.1805555555555556,1.291208791208791,2.220383679787705,1.1964285714285714,1.8079197548237795,1.125,2.5446428571428568,1.0769230769230769,1.6595238095238094,1.8959216222374113,1.2768790849673204,2.323517126148705,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,3.491917293233083,1.3095238095238095,1.9087301587301588,1.6030644793802686,
168,9,1.0,1.0,3.451028138528139,3.5419533682691577,3.4343253968253973,5.0288853690169475,2.5577380952380953,2.2657268170426064,2.270221342125367,1.25,1.1805555555555556,1.291208791208791,2.470383679787705,1.1964285714285714,1.8079197548237795,1.125,2.5446428571428568,1.0769230769230769,1.6595238095238094,1.8959216222374113,1.2768790849673204,2.323517126148705,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,3.741917293233083,1.3095238095238095,1.9087301587301588,1.6030644793802686,
169,9,1.0,1.0,3.451028138528139,3.6086200349358246,3.500992063492064,5.0288853690169475,2.5577380952380953,2.3323934837092732,2.336888008792034,1.25,1.1805555555555556,1.291208791208791,2.470383679787705,1.263095238095238,1.8745864214904462,1.125,2.5446428571428568,1.0769230769230769,1.6595238095238094,1.8959216222374113,1.2768790849673204,2.390183792815372,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,3.741917293233083,1.3095238095238095,1.9087301587301588,1.6030644793802686,
170,9,1.0,1.0,3.451028138528139,3.6086200349358246,3.500992063492064,5.0288853690169475,2.5577380952380953,2.3323934837092732,2.336888008792034,1.25,1.1805555555555556,1.291208791208791,2.470383679787705,1.263095238095238,1.8745864214904462,1.125,2.5446428571428568,1.0769230769230769,1.6595238095238094,1.8959216222374113,1.2768790849673204,2.390183792815372,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,3.741917293233083,1.3095238095238095,1.9087301587301588,1.6030644793802686,
171,9,1.0,1.0,3.451028138528139,3.6086200349358246,3.500992063492064,5.0288853690169475,2.5577380952380953,2.3323934837092732,2.4202213421253673,1.25,1.1805555555555556,1.291208791208791,2.470383679787705,1.263095238095238,1.8745864214904462,1.125,2.5446428571428568,1.0769230769230769,1.7428571428571427,1.9792549555707446,1.2768790849673204,2.4735171261487054,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,3.741917293233083,1.3095238095238095,1.9087301587301588,1.686397812713602,
172,9,1.0,1.0,3.451028138528139,3.6086200349358246,3.500992063492064,5.0288853690169475,2.5577380952380953,2.3323934837092732,2.4202213421253673,1.25,1.1805555555555556,1.291208791208791,2.470383679787705,1.263095238095238,1.8745864214904462,1.125,2.5446428571428568,1.0769230769230769,1.7428571428571427,1.9792549555707446,1.2768790849673204,2.4735171261487054,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,3.741917293233083,1.3095238095238095,1.9087301587301588,1.686397812713602,
173,9,1.0,1.0,3.451028138528139,3.6086200349358246,3.8343253968253976,5.0288853690169475,2.5577380952380953,2.3323934837092732,2.4202213421253673,1.25,1.1805555555555556,1.291208791208791,2.470383679787705,1.263095238095238,1.8745864214904462,1.125,2.5446428571428568,1.0769230769230769,1.7428571428571427,1.9792549555707446,1.6102124183006536,2.4735171261487054,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,3.741917293233083,1.3095238095238095,1.9087301587301588,1.686397812713602,
174,9,1.0,1.0,3.451028138528139,1.0,3.8343253968253976,5.0288853690169475,2.5577380952380953,2.3323934837092732,2.4202213421253673,1.25,1.1805555555555556,1.291208791208791,2.470383679787705,1.263095238095238,1.499669137192357,1.125,2.5446428571428568,1.0769230769230769,1.7428571428571427,1.9792549555707446,1.6102124183006536,2.4735171261487054,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,3.741917293233083,1.3095238095238095,1.9087301587301588,1.686397812713602,
175,9,1.0,1.0,3.451028138528139,1.0,3.8343253968253976,5.0288853690169475,2.5577380952380953,2.3323934837092732,2.4202213421253673,1.25,1.1805555555555556,1.291208791208791,2.470383679787705,1.263095238095238,1.499669137192357,1.125,2.5446428571428568,1.0769230769230769,1.7428571428571427,1.9792549555707446,1.6102124183006536,2.4735171261487054,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,4.241917293233083,1.3095238095238095,1.9087301587301588,1.686397812713602,
176,9,1.0,1.0,3.451028138528139,1.0,3.8343253968253976,5.0288853690169475,2.5577380952380953,2.3323934837092732,2.4202213421253673,1.25,1.1805555555555556,1.291208791208791,2.470383679787705,1.263095238095238,1.499669137192357,1.125,2.5446428571428568,1.0769230769230769,1.7428571428571427,1.9792549555707446,1.6102124183006536,2.4735171261487054,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,4.241917293233083,1.3095238095238095,1.9087301587301588,1.686397812713602,
177,9,1.0,1.0,3.451028138528139,1.0,3.8343253968253976,5.139996480128058,2.5577380952380953,2.3323934837092732,2.4202213421253673,1.25,1.1805555555555556,1.291208791208791,2.470383679787705,1.263095238095238,1.499669137192357,1.125,2.655753968253968,1.0769230769230769,1.7428571428571427,1.9792549555707446,1.6102124183006536,2.4735171261487054,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,4.241917293233083,1.3095238095238095,1.9087301587301588,1.686397812713602,
178,9,1.0,1.0,3.451028138528139,1.0,3.8343253968253976,5.139996480128058,2.5577380952380953,2.3323934837092732,2.4202213421253673,1.25,1.1805555555555556,1.291208791208791,2.470383679787705,1.263095238095238,1.499669137192357,1.125,2.655753968253968,1.0769230769230769,1.7428571428571427,1.9792549555707446,1.6102124183006536,2.4735171261487054,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,4.241917293233083,1.3095238095238095,1.9087301587301588,1.686397812713602,
179,9,1.0,1.0,3.451028138528139,1.0,3.8343253968253976,5.139996480128058,2.5577380952380953,2.3323934837092732,2.4202213421253673,1.25,1.1805555555555556,1.291208791208791,2.470383679787705,1.263095238095238,1.499669137192357,1.125,2.655753968253968,1.176923076923077,1.7428571428571427,1.9792549555707446,1.6102124183006536,2.4735171261487054,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,4.241917293233083,1.3095238095238095,2.0087301587301587,1.686397812713602,
180,9,1.0,1.0,3.451028138528139,1.0,3.8343253968253976,5.139996480128058,2.5577380952380953,2.3323934837092732,2.4202213421253673,1.25,1.1805555555555556,1.291208791208791,2.470383679787705,1.263095238095238,1.499669137192357,1.125,2.655753968253968,1.176923076923077,1.7428571428571427,1.9792549555707446,1.6102124183006536,2.4735171261487054,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,4.241917293233083,1.3095238095238095,2.0087301587301587,1.686397812713602,
181,9,1.0,1.0,3.451028138528139,1.0,3.8343253968253976,5.139996480128058,2.5577380952380953,2.3323934837092732,2.4202213421253673,1.25,1.1805555555555556,1.291208791208791,2.470383679787705,1.263095238095238,1.499669137192357,1.125,2.655753968253968,1.176923076923077,1.7428571428571427,1.9792549555707446,1.6102124183006536,2.4735171261487054,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,4.241917293233083,1.3095238095238095,2.0087301587301587,1.686397812713602,
182,9,1.0,1.0,3.451028138528139,1.0,3.8343253968253976,5.139996480128058,2.5577380952380953,2.3323934837092732,2.4202213421253673,1.25,1.1805555555555556,1.291208791208791,2.470383679787705,1.263095238095238,1.499669137192357,1.125,2.655753968253968,1.176923076923077,1.7428571428571427,1.9792549555707446,1.6102124183006536,2.4735171261487054,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,4.241917293233083,1.3095238095238095,2.0087301587301587,1.686397812713602,
183,9,1.0,1.0,3.451028138528139,1.0,3.8343253968253976,5.139996480128058,2.5577380952380953,2.3323934837092732,2.4202213421253673,1.25,1.1805555555555556,1.291208791208791,2.470383679787705,1.263095238095238,1.499669137192357,1.125,2.655753968253968,1.176923076923077,1.7428571428571427,1.9792549555707446,1.6102124183006536,2.4735171261487054,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,4.241917293233083,1.3095238095238095,2.0087301587301587,1.686397812713602,
184,9,1.0,1.0,3.5510281385281393,1.0,3.8343253968253976,5.239996480128058,2.5577380952380953,2.3323934837092732,2.5202213421253674,1.25,1.1805555555555556,1.291208791208791,2.470383679787705,1.263095238095238,1.499669137192357,1.125,2.655753968253968,1.176923076923077,1.7428571428571427,1.9792549555707446,1.6102124183006536,2.5735171261487055,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,4.341917293233083,1.3095238095238095,2.0087301587301587,1.686397812713602,
185,9,1.0,1.0,3.6621392496392504,1.0,3.8343253968253976,5.351107591239169,2.6688492063492064,2.3323934837092732,2.5202213421253674,1.25,1.1805555555555556,1.4023199023199022,2.470383679787705,1.263095238095238,1.499669137192357,1.125,2.766865079365079,1.176923076923077,1.7428571428571427,1.9792549555707446,1.6102124183006536,2.5735171261487055,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,4.341917293233083,1.3095238095238095,2.0087301587301587,1.686397812713602,
186,9,1.0,1.0,3.6621392496392504,1.0,3.8343253968253976,5.351107591239169,2.6688492063492064,2.3323934837092732,2.5202213421253674,1.25,1.1805555555555556,1.4023199023199022,2.470383679787705,1.263095238095238,1.499669137192357,1.125,2.766865079365079,1.176923076923077,1.7428571428571427,1.9792549555707446,1.6102124183006536,2.5735171261487055,1.0,1.7418593833067515,2.7684144072301966,1.4916666666666667,1.2,1.5369842146157933,4.341917293233083,1.3095238095238095,2.0087301587301587,1.686397812713602,
