iteration, destination,2->6,0->1,0->9,0->8,0->5,0->4,3->7,3->1,7->3,7->1,1->0,1->3,1->7,1->4,6->2,6->8,6->5,9->0,9->8,9->5,9->4,8->0,8->6,8->9,8->5,8->4,5->0,5->6,5->9,5->8,5->4,4->0,4->1,4->9,4->8,4->5,
82,9,1.0,1.0,1.0,1.0,1.0,70064.92321624086,25.202068056355376,1.0,25.202068056355376,1.8610223735747577,1.0,1.0,25.202068056355376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,42389.70363935144,1.0,1.0,1.0,25.202068056355376,1.0,1.0,1.0,1.8912940613822562E14,1.0,1.0,
83,9,1.0,1.0,1.0,1.0,1.0,70064.92321624086,1.0,1.0,1.0,1.8610223735747577,1.0,1.0,25.202068056355376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,42389.70363935144,1.0,1.0,1.0,25.202068056355376,1.0,1.0,1.0,1.8912940613822562E14,1.0,1.0,
84,9,1.0,1.0,1.0,1.0,1.0,70064.92321624086,1.0,77.52254904671696,1.0,1.8610223735747577,1.0,1.0,25.202068056355376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,42389.70363935144,1.0,1.0,1.0,25.202068056355376,1.0,1.0,1.0,1.8912940613822562E14,1.0,1.0,
85,9,1.0,1.0,1.0,1.0,1.0,70064.92321624086,1.0,77.52254904671696,1.0,1.8610223735747577,1.0,1.0,25.202068056355376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,42389.70363935144,1.0,1.0,1.0,25.202068056355376,1.0,1.0,1.0,1.8912940613822562E14,1.0,1.0,
86,9,1.0,1.0,1.0,1.0,1.0,8224981.093304879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,218.46700366213642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.108232078947775E14,1.0,1.0,
87,9,1.0,1.0,1.0,1.0,1.0,8224981.093304879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,361.0988641746495,1.0,1.0,1.0,1.0,1.0,1.0,361.0988641746495,1.0,218.46700366213642,1.0,361.0988641746495,1.0,1.0,1.0,1.0,1.0,8.108232078947775E14,1.0,1.0,
88,9,1.0,1.0,1.0,1.0,1.0,8224981.093304879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,361.0988641746495,1.0,1.0,1.0,1.0,1.0,1.0,361.0988641746495,1.0,218.46700366213642,1.0,361.0988641746495,1.0,1.0,1.0,1.0,1.0,8.108232078947775E14,1.0,1.0,
89,9,1.0,1.0,1.0,1.0,1.0,8224981.093304879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,361.0988641746495,1.0,1.0,1.0,1.0,1.0,1.0,361.0988641746495,1.0,218.46700366213642,1.0,361.0988641746495,1.0,1.0,1.0,1.0,1.0,8.108232078947775E14,1.0,1.0,
90,9,1.0,1.0,1.0,1.0,1.0,8224981.093304879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,361.0988641746495,1.0,1.0,1.0,1.0,1.0,1.0,361.0988641746495,1.0,218.46700366213642,1.0,361.0988641746495,1.0,1.0,1.0,1.0,1.0,8.108232078947775E14,1.0,1.0,
91,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8610223735747577,1.0,1.0,1.0,1.0,1.0,1.0,1.8610223735747577,1.0,1.125929827091431,1.0,1.8610223735747577,1.0,1.0,1.0,1.0,1.0,4.1788005463678765E12,1.0,1.0,
92,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8610223735747577,1.0,1.0,1.0,1.0,1.0,1.0,1.8610223735747577,1.0,1.125929827091431,1.0,1.8610223735747577,1.0,1.0,1.0,1.0,1.0,4.1788005463678765E12,1.0,1.0,
93,9,1.0,1.0,1.0,1.0,1.0,1.0,793.5921237618222,1.0,1.0,793.5921237618222,1.0,1.0,1.0,793.5921237618222,1.0,1.0,1.8610223735747577,1.0,1.0,1.0,1.0,1.0,1.0,1.8610223735747577,1.0,1.125929827091431,1.0,1.8610223735747577,1.0,1.0,1.0,1.0,1.0,1.9497777221779856E14,1.0,1.0,
94,9,1.0,1.0,70064.92321624086,1.0,1.0,1.0,793.5921237618222,1.0,1.0,793.5921237618222,1.0,1.0,1.0,793.5921237618222,1.0,1.0,1.8610223735747577,1.0,1.0,1.0,1.0,1.0,1.0,1.8610223735747577,1.0,1.125929827091431,1.0,1.8610223735747577,1.0,1.0,1.0,1.0,1.0,1.9497777221779856E14,1.0,1.0,
95,9,1.0,1.0,70064.92321624086,1.0,1.0,1.0,793.5921237618222,1.0,1.0,793.5921237618222,1.0,1.0,1.0,793.5921237618222,1.0,1.0,1.8610223735747577,1.0,1.0,1.0,1.0,1.0,1.0,1.8610223735747577,1.0,1.125929827091431,1.0,1.8610223735747577,1.0,1.0,1.0,1.0,1.0,1.9497777221779856E14,1.0,1.0,
96,9,1.0,1.0,361.0988641746495,1.0,1.0,1.0,201.08492264942134,1.0,1.0,4.089995412168185,1.0,1.0,1.0,4.089995412168185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0048716084345994E12,1.0,1.0,
97,9,1.0,1.0,361.0988641746495,1.0,1.0,1.0,201.08492264942134,1.0,1.0,4.089995412168185,1.0,1.0,1.0,4.089995412168185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0048716084345994E12,1.0,1.0,
98,9,1.0,1.0,361.0988641746495,1.0,1.0,1.0,201.08492264942134,1.0,1.0,4.089995412168185,1.0,1.0,1.0,4.089995412168185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0048716084345994E12,1.0,1.0,
99,9,1.0,1.0,361.0988641746495,1.0,1.0,1.0,201.08492264942134,1.0,1.0,4.089995412168185,1.0,1.0,1.0,4.089995412168185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0048716084345994E12,1.0,1.0,
100,9,1.0,1.0,361.0988641746495,1.0,1.0,1.0,201.08492264942134,1.0,1.0,4.089995412168185,1.0,1.0,1.0,4.089995412168185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0048716084345994E12,1.0,1.0,
101,9,1.0,1.0,1.8610223735747577,1.0,1.0,1.0,1.0363464889164762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.178882382090134E9,1.0,1.0,
102,9,1.0,1.0,1.8610223735747577,1.0,1.0,1.0,1.0363464889164762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.178882382090134E9,1.0,1.0,
103,9,1.0,1.0,1.8610223735747577,1.0,1.0,1.0,1.0363464889164762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.178882382090134E9,1.0,1.0,
104,9,1.0,1.0,1.8610223735747577,1.0,1.0,1.0,1.0363464889164762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2225.048498325287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.181615876712645E11,1.0,1.0,
105,9,1.0,1.0,1.8610223735747577,1.0,1.0,1.0,1.0363464889164762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2225.048498325287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.181615876712645E11,1.0,1.0,
106,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.4673997857537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.2166209061218185E9,1.0,1.0,
107,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.4673997857537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.2166209061218185E9,1.0,1.0,
108,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.4673997857537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.2166209061218185E9,1.0,1.0,
109,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.4673997857537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.2166209061218185E9,1.0,1.0,
110,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.4673997857537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.2166209061218185E9,1.0,1.0,
111,9,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.17315162846384E7,1.0,1.0,
112,9,1.0,1.0,1.1705773371655148E8,1.0,1.0,1.0,1.0,1.0,9100.438150002134,70064.92321624086,1.0,1.0,70064.92321624086,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.17315162846384E7,1.0,1.0,
113,9,1.0,1.0,1.1705773371655148E8,1.0,1.0,1.0,1.0,1.0,9100.438150002134,70064.92321624086,1.0,1.0,70064.92321624086,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.17315162846384E7,1.0,1.0,
114,9,1.0,1.0,1.1705773371655148E8,1.0,1.0,1.0,12.996300231480323,1.0,77833.72313348431,550909.3152204847,1.0,1.0,550909.3152204847,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.17315162846384E7,1.0,1.0,
115,9,1.0,1.0,1.1705773371655148E8,1.0,1.0,1.0,12.996300231480323,1.0,77833.72313348431,5737539.060303667,1.0,1.0,5737539.060303667,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.17315162846384E7,1.0,1.0,
116,9,1.0,1.0,603289.2458534422,1.0,1.0,1.0,1.0,1.0,401.137512578771,29569.98656002391,1.0,1.0,29569.98656002391,1.0,1.0,46.901612513231356,1.0,1.0,1.0,1.0,1.0,46.901612513231356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,111999.3498452428,1.0,1.0,
117,9,1.0,1.0,603289.2458534422,40.66625396801253,1.0,1.0,1.0,1.0,401.137512578771,29569.98656002391,1.0,1.0,29569.98656002391,1.0,1.0,46.901612513231356,1.0,1.0,1.0,1.0,1.0,1462.932194429385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2158960.465023326,1.0,1.0,
118,9,1.0,1.0,603289.2458534422,40.66625396801253,1.0,1.0,1.0,1.0,401.137512578771,29569.98656002391,1.0,1.0,29569.98656002391,1.0,1.0,46.901612513231356,1.0,1.0,1.0,1.0,1.0,1462.932194429385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2158960.465023326,1.0,1.0,
119,9,1.0,1.0,603289.2458534422,40.66625396801253,1.0,1.0,1.0,1.0,401.137512578771,29569.98656002391,1.0,1.0,29569.98656002391,1.0,1.0,46.901612513231356,1.0,1.0,1.0,1.0,1.0,1462.932194429385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2158960.465023326,1.0,1.0,
120,9,1.0,1.0,603289.2458534422,40.66625396801253,1.0,1.0,1.0,1.0,14185.95528772748,29569.98656002391,1.0,1.0,29569.98656002391,1.0,54.714862600215326,46.901612513231356,1.0,1.0,1.0,1.0,1.0,1462.932194429385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2158960.465023326,1.0,1.0,
121,9,1.0,1.0,3109.21715812231,1.0,1.0,1.0,1.0,1.0,73.11122465404132,152.39706361384003,1.0,1.0,152.39706361384003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.5396236736405475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11126.796918221533,1.0,1.0,
122,9,1.0,1.0,488443.33948714123,1.0,1.0,1.0,1.0,1.0,73.11122465404132,152.39706361384003,361.0988641746495,1.0,152.39706361384003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.5396236736405475,1.0,1.0,361.0988641746495,1.0,1.0,1.0,1.0,361.0988641746495,1.0,1.0,1.0,11126.796918221533,1.0,1.0,
123,9,1.0,1.0,488443.33948714123,1.0,1.0,1.0,1.0,1.0,73.11122465404132,66283.45959623274,142401.99893242694,1.0,66283.45959623274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.5396236736405475,1.0,1.0,361.0988641746495,1.0,1.0,1.0,793.5921237618222,361.0988641746495,1.0,1.0,1.0,11126.796918221533,1.0,1.0,
124,9,1.0,1.0,488443.33948714123,1.0,1.0,1.0,1.0,1.0,73.11122465404132,1.0,142401.99893242694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.5396236736405475,1.0,1.0,361.0988641746495,1.0,1.0,1.0,793.5921237618222,361.0988641746495,1.0,1.0,1.0,11126.796918221533,1.0,1.0,
125,9,1.0,1.0,488443.33948714123,1.0,1.0,1.0,1.0,1.0,73.11122465404132,1.0,1088265.3813234952,1.0,12.996300231480323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.5396236736405475,1.0,1.0,361.0988641746495,12.996300231480323,1.0,1.0,7538.313030217111,361.0988641746495,1.0,1.0,12.996300231480323,11126.796918221533,1.0,1.0,
126,9,1.0,1.0,2517.3271732294675,1.0,1.0,1765780.963259012,1.0,1.0,1.0,1.0,5608.675141249793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8610223735747577,1.0,1.0,1.0,38.85077080015098,1.8610223735747577,1.0,1.0,1.0,3.792958464116002E7,1.0,1.0,
127,9,1.0,1.0,2517.3271732294675,1.0,1.0,1765780.963259012,1.0,1.0,1.0,1.0,5608.675141249793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8610223735747577,1.0,1.0,1.0,38.85077080015098,1.8610223735747577,1.0,1.0,1.0,3.792958464116002E7,1.0,1.0,
128,9,1.0,1.0,2517.3271732294675,1.0,1.0,1765780.963259012,1.0,1.0,1.0,1.0,5608.675141249793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8610223735747577,1.0,1.0,1.0,38.85077080015098,1.8610223735747577,1.0,1.0,1.0,3.792958464116002E7,1.0,1.0,
129,9,1.0,1.0,2517.3271732294675,1.0,1.0,1765780.963259012,1.0,1.0,1.0,1.0,5608.675141249793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8610223735747577,1.0,1.0,1.0,38.85077080015098,1.8610223735747577,1.0,1.0,1.0,3.792958464116002E7,1.0,1.0,
130,9,1.0,1.0,2517.3271732294675,1.0,1.0,1765780.963259012,1.0,1.0,1.0,1.0,5608.675141249793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8610223735747577,1.0,1.0,1.0,38.85077080015098,1.8610223735747577,1.0,1.0,1.0,3.792958464116002E7,1.0,1.0,
131,9,1.0,1.0,12.973738374103293,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,28.90585088888597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,195480.55294756027,1.0,1.0,
132,9,1.0,1.0,12.973738374103293,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,28.90585088888597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,195480.55294756027,1.0,1.0,
133,9,1.0,1.0,12.973738374103293,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,28.90585088888597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,195480.55294756027,1.0,1.0,
134,9,1.0,1.0,12.973738374103293,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,28.90585088888597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,195480.55294756027,1.0,1.0,
135,9,1.0,1.0,12.973738374103293,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,28.90585088888597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,195480.55294756027,1.0,1.0,
136,9,1.0,1.0,1.0,1.0,1.0,46.901612513231356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1007.4628272943618,1.0,1.0,
137,9,1.0,1.0,1.0,1.0,1.0,46.901612513231356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1007.4628272943618,1.0,1.0,
138,9,1.0,1.0,1.0,1.0,1.0,46.901612513231356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1007.4628272943618,1.0,1.0,
139,9,1.0,1.0,1.0,1.0,1.0,46.901612513231356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.376215002140496E8,1.0,1.0,1.0,1.0,1007.4628272943618,1.0,1.0,
140,9,1.0,1.0,1.0,1.0,1.0,61308.031806460785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2225.048498325287,1.0,1.0,1.0,1.0,1.0,1.0,6.376215002140496E8,1.0,1.0,1.0,1.0,883363.7727046637,1.0,1.0,
141,9,1.0,1.0,1.0,1.0,1.0,315.9678143337302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.4673997857537,1.0,1.0,1.0,1.0,1.0,1.0,3286157.879457436,1.0,1.0,1.0,1.0,4552.658310810081,1.0,1.0,
142,9,1.0,1.0,1.0,1.0,1.0,315.9678143337302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3286157.879457436,1.0,1.0,1.0,1.0,4552.658310810081,1.0,1.0,
143,9,1.0,1.0,1.0,1.0,1.0,315.9678143337302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3286157.879457436,1.0,1.0,1.0,1.0,4552.658310810081,1.0,1.0,
144,9,1.0,1.0,1.0,1.0,1.0,315.9678143337302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3286157.879457436,1.0,1.0,1.0,1.0,4552.658310810081,1.0,1.0,
145,9,1.0,1.0,1.0,1.0,1.0,315.9678143337302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3286157.879457436,1.0,1.0,1.0,1.0,4552.658310810081,1.0,1.0,
146,9,1.0,1.0,1.0,1.0,1.0,1.6284270878242981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16936.11900648737,1.0,1.0,1.0,1.0,23.46337752965284,1.0,1.0,
147,9,1.0,1.0,1.0,1.0,1.0,1.6284270878242981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16936.11900648737,1.0,1.0,1.0,1.0,23.46337752965284,1.0,1.0,
148,9,1.0,1.0,1.0,1.0,1.0,1.6284270878242981,31.489166761522856,31.489166761522856,31.489166761522856,31.489166761522856,1.0,31.489166761522856,31.489166761522856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16936.11900648737,1.0,1.0,1.0,1.0,23.46337752965284,1.0,1.0,
149,9,1.0,1.0,1.0,1.0,1.0,1.6284270878242981,1.0,1.0,1.0,1.0,1.0,31.489166761522856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16936.11900648737,1.0,1.0,1.0,1.0,23.46337752965284,1.0,1.0,
150,9,1.0,1.0,1.0,1.0,1.0,1.6284270878242981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16936.11900648737,1.0,1.0,1.0,1.0,23.46337752965284,1.0,1.0,
151,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,793.5921237618222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,793.5921237618222,87.28495024385782,1.0,1.0,1.0,1.0,793.5921237618222,1.0,1.0,
152,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,793.5921237618222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,793.5921237618222,87.28495024385782,1.0,1.0,1.0,1.0,793.5921237618222,1.0,1.0,
153,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,793.5921237618222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,793.5921237618222,87.28495024385782,1.0,1.0,1.0,1.0,793.5921237618222,1.0,1.0,
154,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,793.5921237618222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.376215002140496E8,1.0,1.0,1.0,793.5921237618222,87.28495024385782,1.0,1.0,1.0,1.0,793.5921237618222,1.0,1.0,
155,9,361.0988641746495,1.0,361.0988641746495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,793.5921237618222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.376215002140496E8,1.0,1.0,1.0,793.5921237618222,87.28495024385782,1.0,1.0,1.0,1.0,793.5921237618222,1.0,1.0,
156,9,1.8610223735747577,1.0,1.8610223735747577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.089995412168185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0347271026769244E11,1.0,1.0,1.0,4.089995412168185,1.0,1765780.963259012,1.0,1.0,1.0,4.089995412168185,1.0,1.0,
157,9,1.8610223735747577,1.0,1.8610223735747577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.089995412168185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0347271026769244E11,1.0,1.0,1.0,4.089995412168185,1.0,1765780.963259012,1.0,1.0,1.0,4.089995412168185,1.0,1.0,
158,9,1.8610223735747577,1.0,1.8610223735747577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.089995412168185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7049278170893915E15,1.0,1.0,1.0,4.089995412168185,1.0,1.2371930760744229E11,1.0,1.0,1.0,4.089995412168185,1.0,1.0,
159,9,1.8610223735747577,1.0,1.8610223735747577,1.0,1.0,1.0,14.929827588798478,1.0,14.929827588798478,1.0,1.0,4.089995412168185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7049278170893915E15,1.0,1.0,1.0,4.089995412168185,14.929827588798478,1.2371930760744229E11,1.0,1.0,1.0,4.089995412168185,1.0,14.929827588798478,
160,9,1.8610223735747577,1.0,1.8610223735747577,1.0,1.0,1.0,14.929827588798478,1.0,14.929827588798478,1.0,1.0,4.089995412168185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7049278170893915E15,1.0,1.0,1.0,4.089995412168185,14.929827588798478,1.2371930760744229E11,1.0,1.0,1.0,4.089995412168185,1.0,14.929827588798478,
