iteration, destination,2->6,0->1,0->9,0->8,0->5,0->4,3->7,3->1,7->3,7->1,1->0,1->3,1->7,1->4,6->2,6->8,6->5,9->0,9->8,9->5,9->4,8->0,8->6,8->9,8->5,8->4,5->0,5->6,5->9,5->8,5->4,4->0,4->1,4->9,4->8,4->5,
161,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.786814713985707E12,1.0,1.0,1.0,1.0,1.0,6.376215002140496E8,1.0,1.0,1.0,1.0,1.0,1.0,
162,9,1.0,1.0,1765780.963259012,1.0,1.0,1.0,1.0,1.0,1.0,1765780.963259012,1765780.963259012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.786814713985707E12,1.0,1.0,1.0,1.0,1.0,6.376215002140496E8,1.0,1.0,1.0,1.0,1.0,1.0,
163,9,1.0,1.0,1765780.963259012,1.0,1.0,1.0,1.0,1.0,1.0,1765780.963259012,1765780.963259012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.786814713985707E12,1.0,1.0,1.0,1.0,1.0,6.376215002140496E8,1.0,1.0,1.0,1.0,1.0,1.0,
164,9,1.0,1.0,1765780.963259012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.786814713985707E12,1.0,1.0,1.0,1.0,1.0,6.376215002140496E8,1.0,1.0,1.0,1.0,1.0,1.0,
165,9,1.0,1.0,1765780.963259012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.786814713985707E12,1.0,1.0,1.0,1.0,1.0,6.376215002140496E8,1.0,1.0,1.0,1.0,1.0,1.0,
166,9,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.528526782425511E10,1.0,1.0,1.0,1.0,1.0,3286157.879457436,1.0,1.0,1.0,1.0,1.0,1.0,
167,9,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.528526782425511E10,1.0,1.0,1.0,1.0,1.0,3286157.879457436,1.0,1.0,1.0,1.0,1.0,1.0,
168,9,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.528526782425511E10,1.0,1.0,1.0,1.0,1.0,3286157.879457436,1.0,1.0,1.0,1.0,1.0,1.0,
169,9,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.528526782425511E10,1.0,1.0,1.0,1.0,1.0,3286157.879457436,1.0,1.0,1.0,1.0,1.0,1.0,
170,9,1.0,1.0,1.913501681042915E9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.528526782425511E10,1.0,1.0,1765780.963259012,1.0,1.0,3286157.879457436,1.0,1.0,1.0,1.0,1.0,1.0,
171,9,1.0,1.0,9861757.522924336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3339009056949812E8,1.0,1.0,9100.438150002134,1.0,1.0,16936.11900648737,1.0,1.0,1.0,1.0,1.0,1.0,
172,9,1.0,1.0,9861757.522924336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3339009056949812E8,1.0,1.0,9100.438150002134,1.0,1.0,16936.11900648737,1.0,1.0,1.0,1.0,1.0,1.0,
173,9,1.0,1.0,8.5675046284280205E9,1.0,1.0,1.0,9100.438150002134,1.0,9100.438150002134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3339009056949812E8,1.0,1.0,9100.438150002134,1.0,1.0,16936.11900648737,1.0,9100.438150002134,1.0,1.0,1.0,1.0,
174,9,1.0,1.0,8.5675046284280205E9,1.0,1.0,77.52254904671696,9100.438150002134,1.0,9100.438150002134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3339009056949812E8,1.0,77.52254904671696,9100.438150002134,1.0,1.0,16936.11900648737,1.0,350576.6294228779,1.0,1.0,1.0,1.0,
175,9,1.0,1.0,8.5675046284280205E9,1.0,1.0,77.52254904671696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3339009056949812E8,1.0,77.52254904671696,9100.438150002134,1.0,1.0,16936.11900648737,1.0,350576.6294228779,1.0,1.0,1.0,1.0,
176,9,1.0,1.0,4.4154992942592755E7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1202840.0624112803,1.0,1.0,1.0,1.0,1.0,87.28495024385782,1.0,1806.793140985474,1.0,1.0,1.0,1.0,
177,9,1.0,1.0,4.4154992942592755E7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1202840.0624112803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1806.793140985474,1.0,1.0,1.0,1.0,
178,9,1.0,1.0,1.6518857339110747E12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1202840.0624112803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1806.793140985474,1.0,1.0,1.0,1.0,
179,9,1.0,1.0,1.4103031912137516E13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.66625396801253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1202840.0624112803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44568.71819128824,1.0,1.0,1.0,1.0,
180,9,1.0,1.0,1.4103031912137516E13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.66625396801253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1202840.0624112803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44568.71819128824,1.0,1.0,1.0,1.0,
181,9,1.0,1.0,5.272724873356587E11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,25.202068056355376,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,6199.167292026646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,229.69715483629844,1.0,1.0,1.0,1.0,
182,9,1.0,1.0,5.272724873356587E11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,25.202068056355376,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,6199.167292026646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,229.69715483629844,1.0,1.0,1.0,1.0,
183,9,1.0,1.0,3.779409942557904E15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,25.202068056355376,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,6199.167292026646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1001050228152193E8,1.0,1.0,1.0,1.0,
184,9,1.0,1.0,3.779409942557904E15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,25.202068056355376,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,6199.167292026646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1001050228152193E8,1.0,1.0,1.0,1.0,
185,9,1.0,1.0,3.779409942557904E15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,644.0659068531651,1.0,1.0,1.0,1.0,1.0,1.0,644.0659068531651,6199.167292026646,31.489166761522856,1.0,1.0,1.0,31.489166761522856,1.0,1.0,1.1001050228152193E8,1.0,1.0,1.0,1.0,
186,9,1.0,1.0,1.9478229260254082E13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.319370902619988,1.0,1.0,1.0,1.0,1.0,1.0,3.319370902619988,31.949114695676887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,566969.3992033391,1.0,1.0,1.0,1.0,
187,9,1.0,1.0,1.9478229260254082E13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.319370902619988,1.0,1.0,1.0,1.0,1.0,1.0,3.319370902619988,31.949114695676887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,566969.3992033391,1.0,1.0,1.0,1.0,
188,9,1.0,1.0,1.9478229260254082E13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.319370902619988,1.0,1.0,1.0,1.0,1.0,1.0,3.319370902619988,31.949114695676887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,566969.3992033391,1.0,1.0,1.0,1.0,
189,9,1.0,1.0,1.9478229260254082E13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.949114695676887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
190,9,1.0,1.0,1.9478229260254082E13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.949114695676887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
191,9,12.996300231480323,1.0,1.0038641504399501E11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.996300231480323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
192,9,12.996300231480323,1.0,1.0038641504399501E11,1.0,1.0,1.0,1.0,1.0,361.0988641746495,1.0,1.0,1.0,1.0,1.0,12.996300231480323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
193,9,12.996300231480323,1.0,1.0038641504399501E11,1.0,1.0,1.0,1.0,1.0,361.0988641746495,1.0,1.0,1.0,1.0,1.0,12.996300231480323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
194,9,12.996300231480323,1.0,1.0038641504399501E11,1.0,1.0,1.0,1.0,1.0,361.0988641746495,1.0,1.0,1.0,1.0,1.0,12.996300231480323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
195,9,12.996300231480323,1.0,1.0038641504399501E11,1.0,1.0,1.0,1.0,1.0,361.0988641746495,1.0,1.0,1.0,1.0,1.0,12.996300231480323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
196,9,1.0,194.03252174826372,5.173690170054891E8,1.0,1.0,1.0,1.0,1.0,1.8610223735747577,1.0,1.0,194.03252174826372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,194.03252174826372,1.0,1.0,1.0,1.0,
197,9,1.0,194.03252174826372,1.8697510398117626E10,1.0,1.0,1.0,1.0,194.03252174826372,1.8610223735747577,1.0,1.0,22777.64321442675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,194.03252174826372,1.0,1.0,1.0,1.0,1.0,22777.64321442675,1.0,1.0,1.0,1.0,
198,9,1.0,194.03252174826372,1.8697510398117626E10,1.0,1.0,1.0,1.0,194.03252174826372,1.8610223735747577,1.0,1.0,22777.64321442675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,194.03252174826372,1.0,1.0,1.0,1.0,1.0,22777.64321442675,1.0,1.0,1.0,1.0,
199,9,1.0,194.03252174826372,1.8697510398117626E10,1.0,1.0,1.0,1.0,194.03252174826372,1.8610223735747577,1.0,1.0,22777.64321442675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,194.03252174826372,1.0,1.0,1.0,1.0,1.0,22777.64321442675,1.0,1.0,1.0,1.0,
200,9,1.0,194.03252174826372,1.8697510398117626E10,1.0,1.0,1.0,1.0,194.03252174826372,1.8610223735747577,1.0,1.0,22777.64321442675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,194.03252174826372,1.0,1.0,1.0,1.0,1.0,22777.64321442675,1.0,1.0,1.0,1.0,
201,9,1.0,1.0,9.636276552842909E7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,117.39085287969579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,117.39085287969579,1.0,1.0,1.0,1.0,
202,9,1.0,1.0,7.091395435932295E8,1.0,1.0,1.0,17.425256765380208,1.0,17.425256765380208,1.0,1.0,117.39085287969579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,117.39085287969579,1.0,1.0,1.0,1.0,
203,9,1.0,1.0,7.091395435932295E8,1.0,1.0,1.0,17.425256765380208,1.0,17.425256765380208,1.0,1.0,117.39085287969579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,117.39085287969579,1.0,1.0,1.0,1.0,
204,9,1.0,1.0,7.091395435932295E8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
205,9,1.0,1.0,7.091395435932295E8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
206,9,1.0,1.0,3654745.7983010933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
207,9,1.0,1.0,3654745.7983010933,1.0,117.39085287969579,117.39085287969579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,117.39085287969579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,117.39085287969579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
208,9,1.0,1.0,3654745.7983010933,1.0,117.39085287969579,117.39085287969579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,117.39085287969579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,117.39085287969579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
209,9,1.0,1.0,3654745.7983010933,1.0,1.0,117.39085287969579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,117.39085287969579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
210,9,1.0,1.0,3654745.7983010933,1.0,1.0,117.39085287969579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,117.39085287969579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,793.5921237618222,1.0,
211,9,1.0,1.0,18835.738284341598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.089995412168185,1.0,
212,9,1.0,1.0,18835.738284341598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.089995412168185,1.0,
213,9,1.0,1.0,18835.738284341598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.089995412168185,1.0,
214,9,1.0,1.0,18835.738284341598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.089995412168185,1.0,
215,9,1.0,1.0,18835.738284341598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.089995412168185,1.0,
216,9,1.0,1.0,97.0751609814106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
217,9,1.0,1.0,97.0751609814106,1.0,1.0,1.0,1.0,1.0,1765780.963259012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1765780.963259012,1.0,1.0,
218,9,1.0,1.0,97.0751609814106,1.0,1.0,1.0,1.0,1.0,1765780.963259012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1765780.963259012,1.0,1.0,
219,9,1.0,1.0,97.0751609814106,1.0,54.714862600215326,1.0,1.0,1.0,1765780.963259012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.714862600215326,54.714862600215326,1.0,1.0,54.714862600215326,1.0,1.0,1765780.963259012,1.0,1.0,
220,9,1.0,1.0,2814936.394151703,1.0,1765780.963259012,1.0,1.0,1.0,1765780.963259012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1765780.963259012,54.714862600215326,1.0,1.0,54.714862600215326,1.0,1.0,1765780.963259012,1.0,1.0,
221,9,1.0,1.0,14507.549398362205,20.722728453107575,9100.438150002134,1.0,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,20.722728453107575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.722728453107575,9100.438150002134,20.722728453107575,1.0,1.0,1.0,20.722728453107575,20.722728453107575,115231.0023164777,20.722728453107575,1.0,
222,9,1.0,1.0,14507.549398362205,20.722728453107575,9100.438150002134,1.0,1.0,1.0,9100.438150002134,1.0,1.0,1.0,1.0,20.722728453107575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.722728453107575,9100.438150002134,20.722728453107575,1.0,1.0,1.0,20.722728453107575,20.722728453107575,115231.0023164777,20.722728453107575,1.0,
223,9,1.0,1.0,14507.549398362205,20.722728453107575,9100.438150002134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.722728453107575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.722728453107575,9100.438150002134,20.722728453107575,1.0,1.0,1.0,20.722728453107575,20.722728453107575,115231.0023164777,20.722728453107575,1.0,
224,9,1.0,1.0,14507.549398362205,20.722728453107575,9100.438150002134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.722728453107575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.722728453107575,9100.438150002134,20.722728453107575,1.0,1.0,1.0,20.722728453107575,20.722728453107575,115231.0023164777,20.722728453107575,1.0,
225,9,1.0,1.0,9142474.544400552,20.722728453107575,9100.438150002134,1.0,1.0,1.0,1.0,1.0,2225.048498325287,1.0,1.0,20.722728453107575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.722728453107575,9100.438150002134,20.722728453107575,1.0,1.0,1.0,20.722728453107575,20.722728453107575,115231.0023164777,20.722728453107575,1.0,
226,9,1.0,1.0,47118.25864048707,1.0,46.901612513231356,1.0,1.0,1.0,1.0,1.0,11.4673997857537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46.901612513231356,1.0,1.0,1.0,1.0,1.0,1.0,593.8746828533099,1.0,1.0,
227,9,1.0,1.0,47118.25864048707,1.0,46.901612513231356,1.0,1.0,1.0,1.0,1.0,11.4673997857537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,793.5921237618222,1.0,46.901612513231356,1.0,793.5921237618222,1.0,1.0,1.0,1.0,593.8746828533099,1.0,1.0,
228,9,1.0,1.0,47118.25864048707,1.0,46.901612513231356,1.0,1.0,1.0,1.0,1.0,11.4673997857537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,793.5921237618222,1.0,46.901612513231356,1.0,793.5921237618222,1.0,1.0,1.0,1.0,593.8746828533099,1.0,1.0,
229,9,1.0,1.0,47118.25864048707,1.0,46.901612513231356,1.0,1.0,1.0,1.0,1.0,11.4673997857537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,793.5921237618222,1.0,46.901612513231356,1.0,793.5921237618222,1.0,1.0,1.0,1.0,593.8746828533099,1.0,1.0,
230,9,1.0,1.0,47118.25864048707,1.0,46.901612513231356,1.0,1.0,1.0,1.0,1.0,11.4673997857537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,793.5921237618222,1.0,46.901612513231356,1.0,793.5921237618222,1.0,1.0,1.0,1.0,593.8746828533099,1.0,1.0,
231,9,1.0,1.0,1.1482458960344955E8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.089995412168185,1.0,1.0,1.0,4.089995412168185,1.0,1.0,1765780.963259012,1.0,3.0606966167445036,1.0,1.0,
232,9,1.0,1.0,1.1482458960344955E8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,361.0988641746495,1265.3904411507983,1.0,1.0,1.0,4.089995412168185,361.0988641746495,361.0988641746495,1765780.963259012,1.0,3.0606966167445036,361.0988641746495,1.0,
233,9,1.0,1.0,1.1482458960344955E8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,361.0988641746495,1265.3904411507983,1.0,1.0,1.0,4.089995412168185,361.0988641746495,361.0988641746495,1765780.963259012,1.0,3.0606966167445036,361.0988641746495,1.0,
234,9,1.0,1.0,1.1482458960344955E8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,361.0988641746495,1265.3904411507983,1.0,1.0,1.0,4.089995412168185,361.0988641746495,361.0988641746495,1765780.963259012,1.0,3.0606966167445036,361.0988641746495,1.0,
235,9,1.0,1.0,1.1482458960344955E8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,361.0988641746495,1265.3904411507983,1.0,1.0,1.0,4.089995412168185,361.0988641746495,361.0988641746495,1765780.963259012,1.0,3.0606966167445036,361.0988641746495,1.0,
236,9,1.0,1.0,591780.1230889682,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8610223735747577,6.521537883182887,1.0,1.0,1.0,1.0,1.8610223735747577,1.8610223735747577,9100.438150002134,1.0,1.0,1.8610223735747577,1.0,
237,9,1.0,1.0,591780.1230889682,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8610223735747577,6.521537883182887,1.0,1.0,1.0,1.0,1.8610223735747577,1.8610223735747577,9100.438150002134,1.0,1.0,1.8610223735747577,1.0,
238,9,1.0,1.0,591780.1230889682,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8610223735747577,6.521537883182887,1.0,1.0,1.0,1.0,1.8610223735747577,1.8610223735747577,9100.438150002134,1.0,1.0,1.8610223735747577,1.0,
239,9,1.0,1.0,591780.1230889682,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8610223735747577,6.521537883182887,1.0,1.0,1.0,1.0,1.8610223735747577,1.8610223735747577,9100.438150002134,1.0,1.0,1.8610223735747577,1.0,
240,9,1.0,1.0,591780.1230889682,1.0,1.0,1.0,14.929827588798478,1.0,14.929827588798478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8610223735747577,6.521537883182887,1.0,1.0,1.0,1.0,1.8610223735747577,26.89627697941663,9100.438150002134,1.0,1.0,1.8610223735747577,14.929827588798478,
